cell_id,cycle,capacity_mAh,v_dc_mean,v_dc_std,v_dc_min,v_dc_max,v_dc_range,T_dc_mean,T_dc_std,T_dc_min,T_dc_max,T_dc_range,t_dc_duration_s,v_ch_mean,v_ch_std,v_ch_min,v_ch_max,v_ch_range,T_ch_mean,T_ch_std,T_ch_min,T_ch_max,T_ch_range,t_ch_duration_s,ocv_slope_mean,ocv_slope_std,ocv_slope_p25,ocv_slope_p50,ocv_slope_p75,SoH,y_next
Cell1,1200,693.2672854322545,3.7402309427428913,0.2388576745032626,2.6999238,4.192462,1.4925381999999998,40.39325026984597,0.3779738644026428,39.8517,41.212246,1.3605459999999994,0.0390602701809257,3.830241729341865,0.2183030074618958,2.7354937,4.2000012,1.4645075,40.03864881962219,0.3390346019817619,39.277512,40.937637,1.6601250000000007,0.0379681831691414,0.0021388287787975,0.0062964054416873,-0.0007227821297598,0.0014437755308706,0.0036139637281662,0.9379746201503268,690.3687943593548
Cell1,1300,690.3687943593548,3.7403440400654375,0.2384749289870173,2.7000439,4.1925821,1.4925382000000005,40.39081635336109,0.3923053904294228,39.876675,41.187275,1.3106000000000009,0.0388964681187644,3.8311476430364246,0.2179973116806233,2.7352931,4.1998005,1.4645074000000005,40.03969419038874,0.3473707603705542,39.252537,40.950142,1.697605000000003,0.0377898970618844,0.0021519198161937,0.0063540154441674,-0.0007227592703122,0.0014437317527249,0.0036139967833437,0.9340530286945622,687.6192406848993
Cell1,1400,687.6192406848993,3.7404744912809793,0.2382340783885831,2.6999638,4.1921811,1.4922173,40.383829926246634,0.398006315519997,39.864166,41.19978,1.3356139999999996,0.0387420521583408,3.831865722263222,0.2176030105192693,2.7356141,4.1999211,1.4643070000000002,40.03972485824108,0.3447000611576496,39.265045,40.950142,1.685096999999999,0.0376275707967579,0.0021548538477382,0.0063607449934777,-0.0007227725586158,0.0014437587724193,0.0036139339473185,0.9303329460978876,681.8263154580586
Cell1,1600,681.8263154580586,3.741289383253013,0.2364731859458066,2.700078,4.1921754,1.4920974,0.5208844480873495,0.0006495829903033,0.52003038,0.52218843,0.00215805,0.0384117726935073,3.833920409057072,0.2167277525025353,2.7353272,4.199955,1.4646278,0.5204076670006204,0.000553915449774,0.51920921,0.52182555,0.0026163399999999,0.037301872158423,0.0021866982566639,0.0066287679320204,-0.0007228490933288,0.0014439126710802,0.0036143061958125,0.92249525210398,675.8871270316637
Cell1,1800,675.8871270316637,3.7415144606502584,0.2356224800548839,2.6999977,4.1914935,1.4914958,40.42639107323001,0.4266551795620925,39.876675,41.312096,1.435420999999998,0.038075027288869,3.835711237049796,0.2160616284106582,2.7356079,4.1997943,1.4641863999999996,40.10816655590354,0.3671981420450947,39.33992,41.074959,1.7350390000000004,0.0369370065163821,0.0021918725275585,0.0065034454733312,-0.000722778448374,0.0014437724857524,0.0036139564132815,0.9144596673802964,672.743285643124
Cell1,1900,672.743285643124,3.741878111050061,0.2349247385275411,2.7002168,4.1912713,1.4910545000000002,40.36162140628815,0.4415598703601905,39.776787,41.262188,1.485401000000003,0.0379022519337013,3.83696198586717,0.2154544508653228,2.7360675,4.2000537,1.4639862,40.06495981397544,0.3723721133909459,39.290016,41.000046,1.7100299999999962,0.0367546662455424,0.0022049633897517,0.0065947267242617,-0.0007228891312908,0.0014439865381706,0.0036162395569542,0.910206122615971,669.7317983178508
Cell1,2000,669.7317983178508,3.74182866385653,0.2347051376183848,2.7001567,4.191412,1.4912552999999995,40.2979442066217,0.4422692753740802,39.714378,41.174809,1.4604309999999998,0.0377347866306081,3.838057771568627,0.2149797220810448,2.7360075,4.1998734,1.4638659000000005,39.97233172517394,0.3737037528329181,39.165195,40.900196,1.735001000000004,0.0365768143674358,0.0022206625290775,0.0066762565780685,-0.0007229583617936,0.0014441285592637,0.0036148457512718,0.9061316498413768,667.4184829442038
Cell1,2100,667.4184829442038,3.742031670153846,0.2346776602880778,2.7000365,4.1919732,1.4919366999999997,40.36416039661538,0.4329651705123503,39.789291,41.212246,1.4229550000000015,0.037601477233693,3.8381789760406737,0.2149618456943103,2.7360075,4.1997528,1.4637452999999998,40.03728062662853,0.3736444393205247,39.215103,40.975075,1.7599719999999976,0.0364095458062365,0.002220637585624,0.0066155265658243,-0.0007228298760045,0.0014438960090687,0.0036142418060932,0.9030017875869772,663.9526202195469
Cell1,2200,663.9526202195469,3.742237545485467,0.233930539768348,2.700186,4.1909199,1.4907339,40.378259337662335,0.4447471449764351,39.801758,41.249683,1.447924999999998,0.0374081037007272,3.8396081666347377,0.2142503264718815,2.7361572,4.1999426,1.4637854,40.06441716091954,0.3792645271656479,39.277512,41.000046,1.722533999999996,0.0362349695060402,0.0022314850622667,0.0066584596961952,-0.000722924833223,0.0014440683866714,0.0036146959408545,0.8983125553947697,661.4396086354981
Cell1,2300,661.4396086354981,3.742374365259236,0.2339445927821,2.700146,4.1914811,1.4913350999999997,40.42450364638311,0.4445989897700594,39.826733,41.299629,1.4728960000000058,0.0372639660490676,3.839849583477702,0.2143302921426527,2.7361972,4.2000628,1.4638656000000003,40.09430532050048,0.3764247723945922,39.302483,41.037483,1.7349999999999994,0.0360539999091997,0.0022438761387182,0.0066951357064736,-0.0007228162525324,0.0014456280851514,0.0036158462139707,0.8949125087814178,658.2324497447104
Cell1,2400,658.2324497447104,3.742677382189645,0.2329500122475722,2.6999531,4.1907272,1.4907741000000003,40.45575250062383,0.4488427695750397,39.8517,41.362038,1.5103379999999973,0.0370853282511234,3.8412064006445377,0.213573632249122,2.7362452,4.1999502,1.463705,40.130066288752815,0.3836644611944464,39.302483,41.087425,1.784942000000001,0.0359013930428773,0.002252378475695,0.0067363102744993,-0.000722946752923,0.0014441192936377,0.0036165281714233,0.8905732968994196,656.3019662937012
Cell1,2500,656.3019662937012,3.742594369680851,0.233313177153429,2.7001135,4.1912084,1.4910948999999998,40.48525785951189,0.4474823503587523,39.914112,41.337067,1.4229549999999946,0.0369739432353526,3.841195349158576,0.2137715165752632,2.7364054,4.1999907,1.4635852999999996,40.14874498996763,0.3792527192886812,39.352425,41.137371,1.784946000000005,0.0357483822153881,0.0022602808918052,0.0067245265582101,-0.0007228274721592,0.0014456348993891,0.0036158980858871,0.8879613973915149,652.7810452742547
Cell1,2600,652.7810452742547,3.743323448537275,0.2315120533960982,2.7001178,4.1903305,1.4902126999999998,40.51860900062913,0.4547157888074976,39.939083,41.411942,1.4728590000000068,0.0367768675787374,3.8433655382113825,0.2125251519195704,2.7367306,4.1999946,1.463264,40.1842992504065,0.387375130552359,39.377399,41.174809,1.7974100000000064,0.0355776315554976,0.0022717839695487,0.0068339890055874,-0.0007229240153764,0.0014441338311722,0.0036163554064601,0.8831976725985075,651.274269703515
Cell1,2700,651.274269703515,3.742668808984867,0.2328698605617392,2.6999974,4.1911726,1.4911751999999998,40.477341894073135,0.4484890370329535,39.889141,41.312096,1.4229549999999946,0.0366915361955761,3.842747973531332,0.2132490979073078,2.7365701,4.1999545,1.4633843999999998,40.14660482898172,0.3818247605025529,39.33992,41.087425,1.747505000000004,0.0354429312283173,0.0022731807460152,0.0067681832854605,-0.0007228217143842,0.0014439150396115,0.0036143095873546,0.8811590400633876,648.8501025188361
Cell1,2800,648.8501025188361,3.7428102753481007,0.2326161899839652,2.6998773,4.1908917,1.4910144,40.51885063259493,0.4497225452748041,39.926579,41.374504,1.447925000000005,0.0365547788096591,3.843359376302851,0.2130302760552552,2.7367306,4.1999145,1.4631839000000002,40.16893909242871,0.3859223293889255,39.377399,41.137371,1.7599720000000048,0.0352956301067024,0.0022825117568731,0.0067814761277711,-0.000722846385084,0.0014439265570472,0.0036159974892022,0.877879197869749,645.0218397585212
Cell1,2900,645.0218397585212,3.743819211461318,0.2298853784711266,2.6999574,4.1902499,1.4902925000000002,40.43651746259153,0.4655659479214057,39.826733,41.3246,1.4978669999999994,0.0363412681035697,3.846021641219111,0.2113740066333957,2.7375326,4.2001953,1.4626626999999996,40.11547255222405,0.3934696970895405,39.314987,41.087425,1.772438000000001,0.0351120620034635,0.0022942002297477,0.0068767818613328,-0.0007229122160491,0.0014440566127313,0.0036162651171381,0.872699646802078,644.1689847636143
Cell1,3000,644.1689847636143,3.743515298565508,0.2315352395937419,2.6999574,4.1908517,1.4908942999999997,40.57025249569653,0.4534786255891015,39.964054,41.424446,1.460392000000006,0.0362901176558807,3.844764192566898,0.2124774998517723,2.7369711,4.1997943,1.4628232,40.22889601255368,0.3869008852758557,39.452274,41.224712,1.772437999999994,0.0350201956462115,0.0023023016273253,0.0068720594233586,-0.0007228188888192,0.0014438660540602,0.0036177394853331,0.871545753698075,642.0891597582703
Cell1,3100,642.0891597582703,3.74304625001599,0.2316311775803966,2.6999574,4.1905308,1.4905734000000002,40.50840361752478,0.4550616592032458,39.901646,41.411942,1.510296000000004,0.0361752446042373,3.845269707860697,0.2124244457328609,2.7370512,4.1999145,1.4628633000000004,40.17080623814262,0.3871291557743168,39.377399,41.187275,1.8098760000000027,0.0348801561631262,0.002308761038253,0.006871717589645,-0.000722870474009,0.0014439756843892,0.0036180174231846,0.8687317985174979,638.7729233128966
Cell1,3200,638.7729233128966,3.743688392928319,0.2296006747956672,2.6999974,4.1899695,1.4899721,40.50111671777564,0.4719268529534465,39.876675,41.374504,1.497829000000003,0.0359885990619659,3.847543804263824,0.2109934031906173,2.7374926,4.1997542,1.4622616000000002,40.16859179780146,0.3971149516063537,39.33992,41.162304,1.8223839999999996,0.0347284208983182,-0.6621038444609071,35.25623634835803,-0.110163993001138,0.000738542832496,0.220522999325829,0.86424500722424,637.8192441609972
Cell1,3300,637.8192441609972,3.743018325434643,0.2310404378327593,2.7000377,4.1902905,1.4902527999999995,40.464052947520926,0.45291807827721,39.889141,41.299629,1.4104880000000009,0.0359367199707776,3.846469856732376,0.2121601847324689,2.7379737,4.1998744,1.4619006999999995,40.12707675275643,0.3860658498325028,39.327454,41.1124,1.784945999999998,0.03461864287965,0.0023213521868106,0.0068826422547274,-0.0007229417140024,0.0014458866824912,0.0036165139195402,0.8629547013652372,632.2030179733683
Cell1,3500,632.2030179733683,3.745066382884053,0.2279563002159852,2.7001004,4.1891098,1.4890093999999996,40.24412404839234,0.4970846136806519,39.614529,41.162304,1.5477750000000017,0.0356236615916714,3.849057052404978,0.2099762252006718,2.7378762,4.1998973,1.4620211,39.993028934409686,0.4044508283684526,39.202637,40.975075,1.772437999999994,0.034390261163935,0.0023446021261876,0.0071153469392215,-0.0007231180839138,0.00144447962797,0.0036191693210009,0.8553560770889814,631.7444982024535
Cell1,3600,631.7444982024535,3.7448143585310367,0.2297339635078716,2.7000604,4.1906738,1.4906134,40.3355198316542,0.4572372115174728,39.751854,41.187275,1.435420999999998,0.0355966185452416,3.8481986555480607,0.2111204177456142,2.7377157,4.1999373,1.4622216000000003,40.00761458785835,0.3924248379762296,39.202637,41.000046,1.7974089999999947,0.0343010367359966,0.0023465078463637,0.006962081743879,-0.0007229996689889,0.0014460117669212,0.0036168983636375,0.854735710432437,629.5202834064332
Cell1,3700,629.5202834064332,3.745079740834963,0.2292529632403978,2.7001407,4.1906338,1.4904930999999997,40.501468861382904,0.610845086342444,39.776787,41.761467,1.9846800000000044,0.0354712131666019,3.8492750270812097,0.2118361820126953,2.736994,4.1999373,1.4629433,39.07213947944275,0.944064422973413,38.091728,41.823875,3.7321469999999977,0.0340462661115452,0.0023906525650283,0.0080579148843441,-0.0007230026904861,0.0014460255780976,0.0036167574309005,0.8517263992010133,625.4908168324312
Cell1,3800,625.4908168324312,3.746724126329613,0.2262800836091258,2.7000203,4.1892705,1.4892502000000003,40.436845348653975,0.4736305459133501,39.8517,41.349533,1.497833,0.0352425690507516,3.851339434411164,0.2088237273925812,2.7379563,4.2000976,1.4621413000000003,40.10450625119128,0.4051279172118415,39.327454,41.062458,1.7350039999999964,0.0339859602972865,0.0023644462792164,0.0070770503350763,-0.0007230259936931,0.0014460748667463,0.0036188950064226,0.8462746240219763,625.2583088284471
Cell1,3900,625.2583088284471,3.745678815829227,0.2283966836055194,2.7000203,4.1904335,1.4904132000000003,40.45294666469622,0.4689528664735333,39.839233,41.337067,1.4978339999999974,0.0352293273899704,3.849938244645293,0.210432252374808,2.7377958,4.1997371,1.4619413000000003,40.116850515688945,0.3926868130753904,39.327454,41.124866,1.7974119999999942,0.0339167362544685,0.002369152577862,0.0070281140871622,-0.0007229685165214,0.0014441789517417,0.0036184859463833,0.845960046064381,623.5531647570597
Cell1,4000,623.5531647570597,3.745202498946328,0.2289474831255312,2.6998999,4.1900325,1.4901326,40.50196408396444,0.4705683316954976,39.914112,41.399475,1.4853629999999995,0.0351318548200652,3.8502674117385354,0.2104625029810789,2.7380767,4.2000976,1.4620209000000002,40.165490200547566,0.3981942328336879,39.389866,41.162304,1.772438000000001,0.0338065766263753,0.0023733642001791,0.0070515930338971,-0.0007229206954644,0.0014458520609694,0.0036200935281549,0.8436530255309312,620.4774481988763
Cell1,4100,620.4774481988763,3.7457507333884847,0.2268867900957133,2.6999803,4.1888294,1.4888491000000004,40.480764504632695,0.4769673817707405,39.889141,41.349533,1.4603919999999988,0.0349584092618897,3.8527203219587625,0.2088194469507031,2.7383974,4.1999774,1.4615799999999997,40.156283697594496,0.4081558503051749,39.33992,41.174809,1.834889000000004,0.0336578722344711,0.0023832465660753,0.0071199883320214,-0.0007229524378166,0.0014441617683404,0.0036202703173914,0.8394916520881424,619.5186640586243
Cell1,4200,619.5186640586243,3.7449785352336753,0.2279066115297945,2.6998746,4.1889644,1.4890898,40.49315957772621,0.4628377448058092,39.889141,41.337067,1.4479259999999954,0.0349072496173903,3.851570986216403,0.2101408384176007,2.7386129,4.1999521,1.4613391999999998,40.169304522742934,0.3956165970748536,39.402332,41.19978,1.7974479999999955,0.033566900063306,0.0023873327726208,0.0070714202205571,-0.000723073270279,0.0014479461502182,0.0036189783207995,0.8381944392978427,617.6078318476868
Cell1,4300,617.6078318476868,3.744233138663564,0.2290973449325357,2.699995,4.1890845,1.4890895,40.46304824501329,0.4673263888078819,39.876675,41.312096,1.435420999999998,0.0347982005914673,3.851738343475251,0.2102532681082701,2.7387731,4.1999121,1.4611389999999995,40.12059368708896,0.390403708561138,39.377399,41.099892,1.722493,0.0334221698576584,0.0023932263762097,0.0070511385587205,-0.0007229501631889,0.0014459073217174,0.0036184705153239,0.8356091274637388,615.7261856172588
Cell1,4400,615.7261856172588,3.743838164254752,0.2294272783305183,2.7001956,4.1890445,1.4888488999999998,40.46354685228409,0.4643314232715986,39.889141,41.312096,1.4229549999999946,0.034692098503001,3.852162115943035,0.2102312291896575,2.739094,4.1999922,1.4608981999999997,40.13044166481416,0.3834934919235827,39.389866,41.1124,1.7225340000000031,0.0333014986244961,0.0024014738511184,0.0070525499591295,-0.0007229356666932,0.0014458813692959,0.0036192126118523,0.8330633035869601,612.7444427379218
Cell1,4500,612.7444427379218,3.744812294436997,0.226607564123942,2.7001154,4.1876011,1.4874857,40.44848086729222,0.4760147539952941,39.826733,41.299629,1.4728960000000058,0.0345238398294895,3.8544757420097695,0.2084637994366429,2.7392144,4.1999121,1.4606977,40.124646609211446,0.4058322631939632,39.33992,41.149837,1.8099169999999989,0.0331556847086176,0.5222402301340004,30.24567568024492,-0.0677787032055274,0.0007308343259987,0.3830158794304181,0.8290290743605105,612.349611637397
Cell1,4600,612.349611637397,3.743229158699296,0.2297575054232149,2.7001956,4.1886034,1.4884078,40.41249004391552,0.4675596989634404,39.814266,41.237221,1.4229549999999946,0.0345033096382394,3.853025349685315,0.2100342837150207,2.7393346,4.199832,1.4604974,40.07998242552448,0.3921039259021716,39.352425,41.1124,1.7599750000000045,0.0330840406240895,0.002414250521766,0.0070655703174621,-0.0007229944436284,0.0014477809099502,0.0036167879383233,0.8284948770035598,608.8768448422716
Cell1,4800,608.8768448422716,3.743092674679703,0.2297771779929879,2.7000346,4.1880417,1.4880071000000004,40.44707384592043,0.4667583091508138,39.8517,41.274654,1.4229539999999972,0.0343071480747312,3.8537800400915176,0.2097237333473747,2.7398553,4.2000718,1.4602165,40.116767167546634,0.392678997089844,39.364891,41.174809,1.8099180000000032,0.0328690750757232,0.0024229157246952,0.0070453570083595,-0.0007229762175203,0.0014459570324936,0.0036172133648711,0.8237963037635181,604.2869401481527
Cell1,5000,604.2869401481527,3.7426474184782608,0.2281518765212736,2.6999638,4.1868477,1.4868839000000005,40.39047319327445,0.4572896647587869,39.789291,41.237221,1.4479299999999995,0.0340522149344906,3.8560375710890384,0.2087938179444245,2.7401855,4.1999211,1.4597356,40.07313573714083,0.3832795519526618,39.33992,41.099892,1.7599719999999976,0.0326047056587412,0.002441418357035,0.0071072980170374,-0.0007231404233463,0.0014463340751596,0.0036176530104117,0.8175862687561571,603.2069763171048
Cell1,5100,603.2069763171048,3.742452598944861,0.2293833637599309,2.6998434,4.1875696,1.4877262,40.39145060585432,0.464479109639521,39.826733,41.19978,1.3730469999999997,0.0339897663798183,3.855393162121751,0.2093472125053407,2.7404263,4.2000813,1.4596549999999997,40.02057348380207,0.3588093864522438,39.33992,41.099892,1.7599719999999976,0.0324994371039792,0.0024493123645892,0.0071039996898402,-0.0007229906939405,0.0014477724696581,0.0036186054177944,0.81612510264391,599.8239008415256
Cell1,5200,599.8239008415256,3.7461686148186177,0.2248110309453284,2.7001359,4.1864986,1.4863627000000004,40.68457642231349,0.473620844907479,40.101341,41.524292,1.4229510000000047,0.033802613033913,3.8590305647016794,0.2063082402110273,2.7403576,4.2001333,1.4597757000000002,40.35635611825652,0.400663748995311,39.614529,41.411942,1.797413000000006,0.0323750551324337,0.002458588656742,0.0072256304470876,-0.0007231881210861,0.0014481801324017,0.003619599756747,0.8115478796870129,599.8621534882067
Cell1,5300,599.8621534882067,3.7438703691991786,0.2283314491144498,2.7002161,4.1877818,1.4875656999999998,40.6943075797399,0.4489211970032423,40.113808,41.499325,1.385517,0.0338022526120767,3.856176057066189,0.2090360076322495,2.740438,4.1997323,1.4592942999999998,40.36023587799642,0.3707287641778188,39.676941,41.374504,1.6975630000000024,0.0323352521518245,0.0024612622060746,0.0071505483898094,-0.0007230501806003,0.0014461459805891,0.0036188729335847,0.8115996346341946,598.158701601549
Cell1,5400,598.158701601549,3.743461799588195,0.2289115249300936,2.7000957,4.187541,1.4874453000000003,40.690422556280026,0.4490744914007661,40.101341,41.486858,1.385517,0.0337079702876508,3.856454097451544,0.2090901529062843,2.7405181,4.1999326,1.4594145000000005,40.362797314788224,0.3782836468172414,39.664474,41.399475,1.735001000000004,0.0322265857830643,0.0024644402090501,0.007124757529293,-0.0007230447260098,0.0014478732125445,0.0043329460334664,0.8092949035875885,594.2801484523485
Cell1,5500,594.2801484523485,3.745942169810017,0.2242088875696637,2.6999755,4.1858168,1.4858412999999997,40.75604489671848,0.4825457045012901,40.188721,41.611675,1.4229539999999972,0.033486932516098,3.8609516759667506,0.2056141585324911,2.7411196,4.1999726,1.4588529999999995,40.40914358619443,0.4122799432118305,39.664474,41.486858,1.8223839999999996,0.0320094533963128,0.0024767126440375,0.0072869418646205,-0.0007230498616328,0.0014460946896639,0.0036206537533317,0.8040473107856494,594.4675726175096
Cell1,5600,594.4675726175096,3.7433909733080113,0.2283156559936313,2.7000556,4.1870198,1.4869642,40.74882361740332,0.450708912015625,40.16375,41.524292,1.3605420000000024,0.0334987622918561,3.857615481597975,0.208879075000415,2.7409592,4.2000527,1.4590934999999998,40.39846535104844,0.3780677322223388,39.676941,41.486858,1.8099169999999989,0.0319915396394208,0.00248247596528,0.0071961450137654,-0.0007230097443676,0.0014478184182391,0.0043327186541936,0.8043008913509206,592.857351306983
Cell1,5700,592.857351306983,3.7431510420013856,0.2287645318802681,2.7000155,4.18714,1.4871245000000002,40.76850227977839,0.4610288584883552,40.201187,41.599209,1.3980220000000043,0.0334080656757578,3.85774932354008,0.2089400885843167,2.7411997,4.2001333,1.4589336,40.431344143997094,0.3885598575784756,39.726883,41.461884,1.735000999999997,0.0318878202233463,0.002489597223503,0.0071791376123029,-0.0007230192583398,0.0014478336041978,0.0043345911953382,0.8021222991198484,590.4253670448167
Cell1,5800,590.4253670448167,3.7434535819541033,0.2269935044955141,2.6997349,4.1853757,1.4856407999999997,40.78144194193324,0.4676253830041786,40.213692,41.599209,1.385517,0.0332694763783365,3.8591750622133234,0.2078096765716727,2.7411997,4.2000928,1.4588931,40.456015107389874,0.3873880875973582,39.751854,41.511826,1.7599719999999976,0.031773330643773,0.0024942792963489,0.0071753139655051,-0.0007230460404512,0.0014479018182755,0.0036206524599705,0.7988318806009727,589.4471143131173
Cell1,5900,589.4471143131173,3.74281777457332,0.2288438858608117,2.699775,4.1865387,1.4867637,40.74627928282827,0.4620809264711224,40.176216,41.574238,1.3980220000000043,0.0332162464037537,3.85843183166545,0.2086427792478669,2.7415607,4.1997323,1.4581716,40.41903695653762,0.3849966940271331,39.726883,41.474392,1.7475090000000009,0.0316756719257682,0.002497300283803,0.0071215175028368,-0.0007212204543522,0.0014477918394493,0.0043335874426523,0.7975083272562412,588.1173065952115
Cell1,6000,588.1173065952115,3.7424068148691094,0.229435671415093,2.6998951,4.1865788,1.4866837000000004,40.766930744502616,0.4578041093271836,40.16375,41.561733,1.3979829999999964,0.0331413298845291,3.8587434588429153,0.2085403334325691,2.7415206,4.1998525,1.4583319000000006,40.42732434932259,0.3880534748972283,39.689445,41.511826,1.822381,0.0315915729152038,0.0025049539046125,0.0071342625271886,-0.0007230402954258,0.0014461314574009,0.0043329662251672,0.7957091281373936,585.5603691386312
