cell_id,cycle,capacity_mAh,v_dc_mean,v_dc_std,v_dc_min,v_dc_max,v_dc_range,T_dc_mean,T_dc_std,T_dc_min,T_dc_max,T_dc_range,t_dc_duration_s,v_ch_mean,v_ch_std,v_ch_min,v_ch_max,v_ch_range,T_ch_mean,T_ch_std,T_ch_min,T_ch_max,T_ch_range,t_ch_duration_s,ocv_slope_mean,ocv_slope_std,ocv_slope_p25,ocv_slope_p50,ocv_slope_p75,SoH
Cell1,1000,699.4156477527364,3.7395246271285965,0.23996656000226677,2.6999238,4.1925821,1.4926583,40.36335875513799,0.3824628233854628,39.839233,41.174809,1.3355760000000032,0.03940588817931712,3.8285608102626014,0.218939655084922,2.7356141,4.2000413,1.4644271999999998,40.01495668548144,0.32360326722362004,39.265045,40.912663,1.6476180000000014,0.038323970627970994,0.0021206606013569836,0.006190535398530999,-0.0007227190862305502,0.0014436862559175068,0.0036137396493222864,0.9462932123200191
Cell1,1100,696.2835912151658,3.739851762518431,0.23961573317688842,2.6998034,4.192502,1.4926986000000002,40.43320337776467,0.3775002775970831,39.876675,41.262188,1.385513000000003,0.03922957484610379,3.8293278321807707,0.21863612850398015,2.7352931,4.1998005,1.4645074000000005,40.08509525720353,0.3332909021230109,39.352425,40.975075,1.6226500000000001,0.038143800222314894,0.0021298909216243347,0.006260491126821623,-0.0007227477536223463,0.0014437234733882323,0.003613857930902013,0.9420556121867812
Cell1,1200,693.2672854322545,3.7402309427428913,0.23885767450326265,2.6999238,4.192462,1.4925381999999998,40.393250269845964,0.3779738644026428,39.8517,41.212246,1.3605459999999994,0.03906027018092573,3.830241729341865,0.2183030074618958,2.7354937,4.2000012,1.4645074999999999,40.03864881962219,0.3390346019817619,39.277512,40.937637,1.6601250000000007,0.03796818316914141,0.0021388287787975175,0.006296405441687372,-0.0007227821297598176,0.0014437755308706276,0.00361396372816623,0.9379746201503268
Cell1,1300,690.3687943593548,3.7403440400654375,0.23847492898701736,2.7000439,4.1925821,1.4925382000000003,40.39081635336109,0.39230539042942286,39.876675,41.187275,1.3106000000000009,0.03889646811876446,3.8311476430364246,0.2179973116806233,2.7352931,4.1998005,1.4645074000000005,40.03969419038874,0.3473707603705542,39.252537,40.950142,1.697605000000003,0.0377898970618844,0.0021519198161937094,0.006354015444167415,-0.0007227592703122441,0.001443731752724915,0.0036139967833437783,0.9340530286945622
Cell1,1400,687.6192406848993,3.7404744912809793,0.23823407838858315,2.6999638,4.1921811,1.4922173,40.383829926246634,0.398006315519997,39.864166,41.19978,1.3356139999999996,0.03874205215834081,3.8318657222632226,0.21760301051926934,2.7356141,4.1999211,1.4643070000000002,40.03972485824108,0.3447000611576496,39.265045,40.950142,1.685096999999999,0.037627570796757936,0.0021548538477382034,0.006360744993477717,-0.000722772558615871,0.0014437587724193649,0.0036139339473185224,0.9303329460978877
Cell1,1600,681.8263154580586,3.7412893832530125,0.23647318594580663,2.700078,4.1921754,1.4920974,0.5208844480873495,0.0006495829903033401,0.52003038,0.52218843,0.0021580500000000225,0.03841177269350737,3.8339204090570718,0.21672775250253531,2.7353272,4.199955,1.4646278000000001,0.5204076670006204,0.0005539154497740735,0.51920921,0.52182555,0.0026163399999999948,0.037301872158423066,0.0021866982566639795,0.006628767932020473,-0.0007228490933288656,0.0014439126710802668,0.003614306195812528,0.92249525210398
Cell1,1800,675.8871270316637,3.7415144606502584,0.2356224800548839,2.6999977,4.1914935,1.4914958,40.42639107323001,0.4266551795620925,39.876675,41.312096,1.435420999999998,0.03807502728886902,3.835711237049796,0.21606162841065826,2.7356079,4.1997943,1.4641863999999996,40.10816655590354,0.3671981420450947,39.33992,41.074959,1.7350390000000004,0.0369370065163821,0.002191872527558591,0.006503445473331235,-0.0007227784483740613,0.0014437724857524108,0.0036139564132815025,0.9144596673802964
Cell1,1900,672.743285643124,3.741878111050061,0.23492473852754112,2.7002168,4.1912713,1.4910545000000002,40.36162140628815,0.4415598703601905,39.776787,41.262188,1.485401000000003,0.037902251933701336,3.83696198586717,0.21545445086532286,2.7360675,4.2000537,1.4639862,40.06495981397544,0.37237211339094595,39.290016,41.000046,1.7100299999999962,0.03675466624554247,0.0022049633897517316,0.006594726724261749,-0.0007228891312908312,0.0014439865381706968,0.0036162395569542876,0.910206122615971
Cell1,2000,669.7317983178508,3.74182866385653,0.23470513761838485,2.7001567,4.191412,1.4912552999999997,40.2979442066217,0.44226927537408023,39.714378,41.174809,1.4604309999999998,0.03773478663060814,3.838057771568627,0.21497972208104485,2.7360075,4.1998734,1.4638659000000005,39.97233172517394,0.3737037528329181,39.165195,40.900196,1.735001000000004,0.03657681436743587,0.002220662529077598,0.0066762565780685585,-0.0007229583617936268,0.001444128559263746,0.0036148457512718574,0.9061316498413767
Cell1,2100,667.4184829442038,3.742031670153846,0.23467766028807788,2.7000365,4.1919732,1.4919366999999997,40.36416039661538,0.4329651705123503,39.789291,41.212246,1.4229550000000017,0.037601477233693004,3.8381789760406733,0.21496184569431037,2.7360075,4.1997528,1.4637452999999998,40.03728062662853,0.37364443932052477,39.215103,40.975075,1.7599719999999976,0.036409545806236565,0.002220637585624023,0.006615526565824355,-0.0007228298760045425,0.0014438960090687215,0.003614241806093274,0.9030017875869771
Cell1,2200,663.9526202195469,3.742237545485467,0.23393053976834807,2.700186,4.1909199,1.4907339,40.378259337662335,0.44474714497643514,39.801758,41.249683,1.447924999999998,0.037408103700727224,3.8396081666347377,0.2142503264718815,2.7361572,4.1999426,1.4637854,40.06441716091954,0.3792645271656479,39.277512,41.000046,1.722533999999996,0.036234969506040215,0.002231485062266765,0.006658459696195292,-0.0007229248332230329,0.001444068386671403,0.0036146959408545447,0.8983125553947697
Cell1,2300,661.4396086354981,3.742374365259236,0.23394459278210006,2.700146,4.1914811,1.4913350999999997,40.42450364638311,0.4445989897700594,39.826733,41.299629,1.4728960000000058,0.037263966049067676,3.8398495834777027,0.21433029214265276,2.7361972,4.2000628,1.4638656000000005,40.09430532050048,0.37642477239459227,39.302483,41.037483,1.7349999999999994,0.036053999909199774,0.0022438761387182037,0.006695135706473671,-0.000722816252532478,0.0014456280851514022,0.003615846213970796,0.8949125087814178
Cell1,2400,658.2324497447104,3.742677382189645,0.2329500122475722,2.6999531,4.1907272,1.4907741000000003,40.45575250062383,0.44884276957503977,39.8517,41.362038,1.5103379999999973,0.03708532825112343,3.8412064006445377,0.21357363224912207,2.7362452,4.1999502,1.463705,40.130066288752815,0.3836644611944464,39.302483,41.087425,1.784942000000001,0.035901393042877316,0.0022523784756950513,0.006736310274499331,-0.0007229467529230125,0.00144411929363779,0.0036165281714233633,0.8905732968994196
Cell1,2500,656.3019662937012,3.742594369680851,0.23331317715342906,2.7001135,4.1912084,1.4910948999999998,40.48525785951189,0.4474823503587523,39.914112,41.337067,1.4229549999999946,0.036973943235352635,3.8411953491585757,0.2137715165752632,2.7364054,4.1999907,1.4635852999999996,40.14874498996763,0.37925271928868126,39.352425,41.137371,1.784946000000005,0.03574838221538812,0.002260280891805249,0.0067245265582101576,-0.0007228274721592007,0.0014456348993891054,0.0036158980858871565,0.8879613973915149
Cell1,2600,652.7810452742547,3.7433234485372755,0.23151205339609823,2.7001178,4.1903305,1.4902126999999998,40.51860900062913,0.45471578880749763,39.939083,41.411942,1.4728590000000068,0.03677686757873744,3.8433655382113825,0.21252515191957044,2.7367306,4.1999946,1.4632640000000001,40.1842992504065,0.38737513055235906,39.377399,41.174809,1.7974100000000064,0.035577631555497646,0.0022717839695487606,0.006833989005587422,-0.000722924015376429,0.0014441338311722328,0.0036163554064601016,0.8831976725985075
Cell1,2700,651.274269703515,3.7426688089848676,0.23286986056173922,2.6999974,4.1911726,1.4911751999999998,40.477341894073135,0.44848903703295356,39.889141,41.312096,1.4229549999999946,0.03669153619557619,3.842747973531332,0.21324909790730784,2.7365701,4.1999545,1.4633843999999998,40.14660482898172,0.38182476050255293,39.33992,41.087425,1.7475050000000039,0.03544293122831732,0.002273180746015232,0.006768183285460517,-0.0007228217143842382,0.0014439150396115172,0.0036143095873546528,0.8811590400633876
Cell1,2800,648.8501025188361,3.7428102753481007,0.23261618998396527,2.6998773,4.1908917,1.4910144,40.51885063259493,0.4497225452748041,39.926579,41.374504,1.447925000000005,0.03655477880965918,3.843359376302851,0.21303027605525524,2.7367306,4.1999145,1.4631839000000002,40.16893909242871,0.38592232938892557,39.377399,41.137371,1.7599720000000048,0.03529563010670245,0.0022825117568731628,0.006781476127771108,-0.0007228463850840303,0.0014439265570472322,0.003615997489202257,0.877879197869749
Cell1,2900,645.0218397585212,3.743819211461318,0.22988537847112667,2.6999574,4.1902499,1.4902925000000002,40.43651746259153,0.46556594792140576,39.826733,41.3246,1.4978669999999994,0.036341268103569746,3.846021641219111,0.21137400663339576,2.7375326,4.2001953,1.4626626999999996,40.11547255222405,0.39346969708954055,39.314987,41.087425,1.772438000000001,0.03511206200346351,0.0022942002297477895,0.006876781861332892,-0.0007229122160491475,0.001444056612731385,0.0036162651171381915,0.872699646802078
Cell1,3000,644.1689847636143,3.7435152985655082,0.2315352395937419,2.6999574,4.1908517,1.4908942999999995,40.57025249569653,0.4534786255891015,39.964054,41.424446,1.460392000000006,0.03629011765588075,3.844764192566898,0.21247749985177233,2.7369711,4.1997943,1.4628231999999999,40.22889601255368,0.38690088527585575,39.452274,41.224712,1.772437999999994,0.035020195646211505,0.0023023016273253,0.006872059423358606,-0.0007228188888192422,0.0014438660540602236,0.003617739485333174,0.871545753698075
Cell1,3100,642.0891597582703,3.74304625001599,0.23163117758039667,2.6999574,4.1905308,1.4905734000000002,40.50840361752478,0.45506165920324587,39.901646,41.411942,1.5102960000000039,0.03617524460423738,3.845269707860697,0.21242444573286098,2.7370512,4.1999145,1.4628633000000004,40.17080623814262,0.3871291557743168,39.377399,41.187275,1.8098760000000027,0.03488015616312623,0.0023087610382530816,0.006871717589645058,-0.0007228704740090577,0.0014439756843892429,0.003618017423184605,0.8687317985174979
Cell1,3200,638.7729233128966,3.743688392928319,0.2296006747956672,2.6999974,4.1899695,1.4899721000000001,40.50111671777564,0.4719268529534465,39.876675,41.374504,1.497829000000003,0.03598859906196594,3.8475438042638244,0.21099340319061732,2.7374926,4.1997542,1.4622616000000002,40.16859179780146,0.39711495160635374,39.33992,41.162304,1.8223839999999996,0.03472842089831829,-0.6621038444609071,35.25623634835803,-0.11016399300113802,0.0007385428324960227,0.22052299932582908,0.86424500722424
Cell1,3300,637.8192441609972,3.743018325434643,0.23104043783275938,2.7000377,4.1902905,1.4902527999999995,40.464052947520926,0.45291807827721003,39.889141,41.299629,1.4104880000000009,0.03593671997077763,3.8464698567323756,0.21216018473246892,2.7379737,4.1998744,1.4619006999999997,40.12707675275643,0.3860658498325028,39.327454,41.1124,1.784945999999998,0.03461864287965,0.002321352186810681,0.006882642254727445,-0.0007229417140024006,0.0014458866824912358,0.003616513919540241,0.8629547013652372
Cell1,3500,632.2030179733683,3.745066382884053,0.22795630021598523,2.7001004,4.1891098,1.4890093999999996,40.24412404839234,0.4970846136806519,39.614529,41.162304,1.5477750000000015,0.03562366159167141,3.849057052404978,0.20997622520067188,2.7378762,4.1998973,1.4620210999999999,39.993028934409686,0.40445082836845264,39.202637,40.975075,1.772437999999994,0.034390261163935065,0.0023446021261876856,0.007115346939221509,-0.0007231180839138698,0.0014444796279700313,0.003619169321000978,0.8553560770889814
Cell1,3600,631.7444982024535,3.7448143585310367,0.2297339635078716,2.7000604,4.1906738,1.4906134,40.3355198316542,0.4572372115174728,39.751854,41.187275,1.435420999999998,0.035596618545241654,3.8481986555480607,0.21112041774561427,2.7377157,4.1999373,1.4622216000000003,40.00761458785835,0.3924248379762296,39.202637,41.000046,1.7974089999999947,0.034301036735996604,0.00234650784636374,0.0069620817438790115,-0.0007229996689889782,0.0014460117669212176,0.003616898363637561,0.854735710432437
Cell1,3700,629.5202834064332,3.7450797408349636,0.22925296324039784,2.7001407,4.1906338,1.4904930999999997,40.501468861382904,0.610845086342444,39.776787,41.761467,1.9846800000000044,0.035471213166601956,3.8492750270812093,0.21183618201269533,2.736994,4.1999373,1.4629433,39.07213947944275,0.944064422973413,38.091728,41.823875,3.7321469999999977,0.034046266111545265,0.002390652565028366,0.008057914884344193,-0.000723002690486158,0.001446025578097667,0.0036167574309005097,0.8517263992010133
Cell1,3800,625.4908168324312,3.7467241263296125,0.22628008360912585,2.7000203,4.1892705,1.4892502000000003,40.436845348653975,0.4736305459133501,39.8517,41.349533,1.497833,0.035242569050751626,3.8513394344111638,0.20882372739258123,2.7379563,4.2000976,1.4621413000000003,40.10450625119128,0.4051279172118415,39.327454,41.062458,1.7350039999999964,0.03398596029728651,0.002364446279216453,0.007077050335076369,-0.0007230259936931229,0.001446074866746301,0.003618895006422625,0.8462746240219763
Cell1,3900,625.2583088284471,3.7456788158292276,0.22839668360551946,2.7000203,4.1904335,1.4904132000000003,40.45294666469622,0.4689528664735333,39.839233,41.337067,1.4978339999999974,0.03522932738997042,3.849938244645293,0.210432252374808,2.7377958,4.1997371,1.4619413000000003,40.116850515688945,0.3926868130753904,39.327454,41.124866,1.7974119999999942,0.03391673625446856,0.0023691525778620067,0.007028114087162244,-0.0007229685165214641,0.0014441789517417702,0.0036184859463833595,0.845960046064381
Cell1,4000,623.5531647570597,3.745202498946328,0.22894748312553126,2.6998999,4.1900325,1.4901326,40.50196408396444,0.47056833169549767,39.914112,41.399475,1.4853629999999995,0.0351318548200652,3.8502674117385354,0.21046250298107896,2.7380767,4.2000976,1.4620209000000002,40.165490200547566,0.39819423283368793,39.389866,41.162304,1.772438000000001,0.03380657662637532,0.0023733642001791243,0.0070515930338971855,-0.0007229206954644092,0.0014458520609694728,0.003620093528154955,0.8436530255309312
Cell1,4100,620.4774481988763,3.7457507333884847,0.22688679009571333,2.6999803,4.1888294,1.4888491000000004,40.480764504632695,0.4769673817707405,39.889141,41.349533,1.4603919999999988,0.034958409261889756,3.8527203219587625,0.20881944695070315,2.7383974,4.1999774,1.4615799999999997,40.156283697594496,0.4081558503051749,39.33992,41.174809,1.834889000000004,0.03365787223447114,0.0023832465660753865,0.00711998833202146,-0.000722952437816653,0.0014441617683404401,0.0036202703173914695,0.8394916520881424
Cell1,4200,619.5186640586243,3.7449785352336753,0.22790661152979458,2.6998746,4.1889644,1.4890898,40.49315957772621,0.46283774480580925,39.889141,41.337067,1.4479259999999954,0.034907249617390335,3.851570986216403,0.2101408384176007,2.7386129,4.1999521,1.4613391999999998,40.169304522742934,0.39561659707485364,39.402332,41.19978,1.7974479999999957,0.03356690006330609,0.002387332772620881,0.007071420220557142,-0.0007230732702790003,0.0014479461502182496,0.0036189783207995242,0.8381944392978427
Cell1,4300,617.6078318476868,3.7442331386635637,0.22909734493253578,2.699995,4.1890845,1.4890895,40.46304824501329,0.46732638880788197,39.876675,41.312096,1.435420999999998,0.03479820059146732,3.851738343475251,0.21025326810827016,2.7387731,4.1999121,1.4611389999999997,40.120593687088956,0.390403708561138,39.377399,41.099892,1.722493,0.033422169857658446,0.0023932263762097166,0.00705113855872058,-0.0007229501631889882,0.0014459073217174066,0.003618470515323979,0.8356091274637388
Cell1,4400,615.7261856172588,3.743838164254752,0.2294272783305183,2.7001956,4.1890445,1.4888488999999998,40.46354685228409,0.4643314232715986,39.889141,41.312096,1.4229549999999946,0.034692098503001034,3.8521621159430355,0.21023122918965756,2.739094,4.1999922,1.4608981999999995,40.130441664814164,0.38349349192358273,39.389866,41.1124,1.7225340000000031,0.03330149862449616,0.0024014738511184586,0.0070525499591295344,-0.0007229356666932202,0.00144588136929597,0.0036192126118523666,0.8330633035869601
Cell1,4500,612.7444427379218,3.744812294436997,0.22660756412394206,2.7001154,4.1876011,1.4874857000000001,40.44848086729222,0.4760147539952941,39.826733,41.299629,1.4728960000000058,0.03452383982948959,3.8544757420097695,0.20846379943664295,2.7392144,4.1999121,1.4606976999999999,40.124646609211446,0.40583226319396326,39.33992,41.149837,1.8099169999999987,0.03315568470861763,0.5222402301340004,30.24567568024492,-0.0677787032055274,0.0007308343259987826,0.38301587943041815,0.8290290743605105
Cell1,4600,612.349611637397,3.743229158699296,0.22975750542321496,2.7001956,4.1886034,1.4884078,40.41249004391552,0.4675596989634404,39.814266,41.237221,1.4229549999999946,0.03450330963823944,3.853025349685315,0.21003428371502078,2.7393346,4.199832,1.4604974,40.07998242552448,0.39210392590217163,39.352425,41.1124,1.7599750000000043,0.03308404062408954,0.002414250521766081,0.007065570317462126,-0.0007229944436284448,0.0014477809099502175,0.0036167879383233507,0.8284948770035598
Cell1,4800,608.8768448422716,3.7430926746797035,0.22977717799298794,2.7000346,4.1880417,1.4880071000000004,40.44707384592043,0.46675830915081384,39.8517,41.274654,1.4229539999999972,0.03430714807473123,3.8537800400915176,0.20972373334737476,2.7398553,4.2000718,1.4602165,40.116767167546634,0.39267899708984405,39.364891,41.174809,1.8099180000000032,0.03286907507572323,0.0024229157246952685,0.00704535700835952,-0.0007229762175203432,0.0014459570324936004,0.0036172133648711756,0.8237963037635181
Cell1,5000,604.2869401481527,3.7426474184782608,0.22815187652127364,2.6999638,4.1868477,1.4868839000000005,40.39047319327445,0.4572896647587869,39.789291,41.237221,1.4479299999999995,0.03405221493449062,3.8560375710890384,0.2087938179444245,2.7401855,4.1999211,1.4597356000000001,40.07313573714083,0.38327955195266183,39.33992,41.099892,1.7599719999999976,0.032604705658741295,0.0024414183570350832,0.007107298017037458,-0.0007231404233463794,0.0014463340751596954,0.0036176530104117138,0.8175862687561571
Cell1,5100,603.2069763171048,3.7424525989448605,0.22938336375993096,2.6998434,4.1875696,1.4877262,40.39145060585432,0.46447910963952105,39.826733,41.19978,1.3730469999999997,0.03398976637981832,3.8553931621217514,0.2093472125053407,2.7404263,4.2000813,1.4596549999999997,40.02057348380207,0.3588093864522438,39.33992,41.099892,1.7599719999999976,0.03249943710397929,0.002449312364589222,0.007103999689840219,-0.0007229906939405161,0.001447772469658154,0.003618605417794446,0.81612510264391
Cell1,5200,599.8239008415256,3.7461686148186173,0.22481103094532842,2.7001359,4.1864986,1.4863627000000004,40.684576422313484,0.473620844907479,40.101341,41.524292,1.4229510000000047,0.033802613033913076,3.8590305647016794,0.2063082402110273,2.7403576,4.2001333,1.4597757000000002,40.35635611825652,0.40066374899531104,39.614529,41.411942,1.797413000000006,0.03237505513243377,0.002458588656742047,0.007225630447087606,-0.0007231881210861697,0.001448180132401705,0.003619599756747021,0.8115478796870129
Cell1,5300,599.8621534882067,3.7438703691991786,0.2283314491144498,2.7002161,4.1877818,1.4875656999999998,40.6943075797399,0.44892119700324234,40.113808,41.499325,1.385517,0.0338022526120767,3.856176057066189,0.20903600763224958,2.740438,4.1997323,1.4592942999999998,40.36023587799642,0.3707287641778188,39.676941,41.374504,1.6975630000000024,0.032335252151824534,0.00246126220607462,0.00715054838980942,-0.0007230501806003942,0.0014461459805891008,0.003618872933584753,0.8115996346341946
Cell1,5400,598.158701601549,3.743461799588195,0.22891152493009362,2.7000957,4.187541,1.4874453000000005,40.690422556280026,0.44907449140076616,40.101341,41.486858,1.385517,0.033707970287650824,3.856454097451544,0.2090901529062843,2.7405181,4.1999326,1.4594145000000003,40.362797314788224,0.3782836468172414,39.664474,41.399475,1.735001000000004,0.032226585783064365,0.002464440209050124,0.007124757529293077,-0.0007230447260098254,0.0014478732125445216,0.004332946033466488,0.8092949035875885
Cell1,5500,594.2801484523485,3.745942169810017,0.2242088875696637,2.6999755,4.1858168,1.4858412999999997,40.75604489671848,0.4825457045012901,40.188721,41.611675,1.4229539999999972,0.03348693251609802,3.8609516759667506,0.20561415853249118,2.7411196,4.1999726,1.4588529999999995,40.40914358619443,0.4122799432118305,39.664474,41.486858,1.8223839999999996,0.03200945339631289,0.0024767126440375835,0.007286941864620525,-0.0007230498616328557,0.0014460946896639874,0.003620653753331757,0.8040473107856494
Cell1,5600,594.4675726175096,3.7433909733080113,0.22831565599363135,2.7000556,4.1870198,1.4869642,40.74882361740332,0.450708912015625,40.16375,41.524292,1.3605420000000024,0.03349876229185611,3.857615481597975,0.20887907500041503,2.7409592,4.2000527,1.4590934999999998,40.39846535104844,0.3780677322223388,39.676941,41.486858,1.8099169999999987,0.03199153963942081,0.0024824759652800716,0.007196145013765437,-0.000723009744367621,0.001447818418239175,0.004332718654193654,0.8043008913509206
Cell1,5700,592.857351306983,3.7431510420013856,0.22876453188026818,2.7000155,4.18714,1.4871245000000002,40.76850227977839,0.4610288584883552,40.201187,41.599209,1.3980220000000045,0.033408065675757825,3.8577493235400797,0.20894008858431676,2.7411997,4.2001333,1.4589336,40.431344143997094,0.38855985757847566,39.726883,41.461884,1.735000999999997,0.03188782022334635,0.002489597223503027,0.007179137612302955,-0.0007230192583398325,0.001447833604197845,0.004334591195338217,0.8021222991198484
Cell1,5800,590.4253670448167,3.7434535819541033,0.22699350449551417,2.6997349,4.1853757,1.4856407999999997,40.78144194193324,0.4676253830041786,40.213692,41.599209,1.385517,0.03326947637833655,3.8591750622133234,0.2078096765716727,2.7411997,4.2000928,1.4588931,40.456015107389874,0.38738808759735827,39.751854,41.511826,1.7599719999999976,0.03177333064377308,0.0024942792963489643,0.007175313965505154,-0.0007230460404512046,0.001447901818275584,0.003620652459970507,0.7988318806009727
Cell1,5900,589.4471143131173,3.7428177745733198,0.2288438858608117,2.699775,4.1865387,1.4867637,40.746279282828276,0.4620809264711224,40.176216,41.574238,1.3980220000000045,0.03321624640375376,3.85843183166545,0.2086427792478669,2.7415607,4.1997323,1.4581716,40.41903695653762,0.38499669402713316,39.726883,41.474392,1.7475090000000009,0.031675671925768256,0.002497300283803056,0.007121517502836841,-0.0007212204543522917,0.0014477918394493442,0.0043335874426523036,0.7975083272562412
Cell1,6000,588.1173065952115,3.7424068148691094,0.22943567141509302,2.6998951,4.1865788,1.4866837000000004,40.766930744502616,0.4578041093271836,40.16375,41.561733,1.3979829999999964,0.033141329884529114,3.8587434588429153,0.20854033343256917,2.7415206,4.1998525,1.4583319000000006,40.42732434932259,0.3880534748972283,39.689445,41.511826,1.822381,0.03159157291520387,0.0025049539046125254,0.007134262527188679,-0.0007230402954258247,0.0014461314574009602,0.004332966225167284,0.7957091281373936
